Nacional;Comunidades y Ciudades Autónomas;Causas (lista reducida);Edad;Sexo;Total
Total Nacional;01 Andalucía;074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;De 90 a 94 años;Mujeres;127
Total Nacional;01 Andalucía;074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;De 95 años y más;Hombres;28
Total Nacional;01 Andalucía;074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;De 95 años y más;Mujeres;94
Total Nacional;01 Andalucía;077-080 XIV.Enfermedades del sistema genitourinario;De 1 a 14 años;Hombres;0
Total Nacional;01 Andalucía;077-080 XIV.Enfermedades del sistema genitourinario;De 1 a 14 años;Mujeres;0
Total Nacional;01 Andalucía;077-080 XIV.Enfermedades del sistema genitourinario;De 15 a 29 años;Hombres;1
Total Nacional;01 Andalucía;077-080 XIV.Enfermedades del sistema genitourinario;De 15 a 29 años;Mujeres;0
Total Nacional;01 Andalucía;077-080 XIV.Enfermedades del sistema genitourinario;De 30 a 39 años;Hombres;1
Total Nacional;01 Andalucía;077-080 XIV.Enfermedades del sistema genitourinario;De 30 a 39 años;Mujeres;2
Total Nacional;01 Andalucía;077-080 XIV.Enfermedades del sistema genitourinario;De 40 a 44 años;Hombres;2
Total Nacional;01 Andalucía;077-080 XIV.Enfermedades del sistema genitourinario;De 40 a 44 años;Mujeres;1
Total Nacional;01 Andalucía;077-080 XIV.Enfermedades del sistema genitourinario;De 45 a 49 años;Hombres;7
Total Nacional;01 Andalucía;077-080 XIV.Enfermedades del sistema genitourinario;De 45 a 49 años;Mujeres;1
Total Nacional;01 Andalucía;077-080 XIV.Enfermedades del sistema genitourinario;De 50 a 54 años;Hombres;4
Total Nacional;01 Andalucía;077-080 XIV.Enfermedades del sistema genitourinario;De 50 a 54 años;Mujeres;4
Total Nacional;01 Andalucía;077-080 XIV.Enfermedades del sistema genitourinario;De 55 a 59 años;Hombres;15
Total Nacional;01 Andalucía;077-080 XIV.Enfermedades del sistema genitourinario;De 55 a 59 años;Mujeres;8
Total Nacional;01 Andalucía;077-080 XIV.Enfermedades del sistema genitourinario;De 60 a 64 años;Hombres;29
Total Nacional;01 Andalucía;077-080 XIV.Enfermedades del sistema genitourinario;De 60 a 64 años;Mujeres;15
Total Nacional;01 Andalucía;077-080 XIV.Enfermedades del sistema genitourinario;De 65 a 69 años;Hombres;48
Total Nacional;01 Andalucía;077-080 XIV.Enfermedades del sistema genitourinario;De 65 a 69 años;Mujeres;36
Total Nacional;01 Andalucía;077-080 XIV.Enfermedades del sistema genitourinario;De 70 a 74 años;Hombres;99
Total Nacional;01 Andalucía;077-080 XIV.Enfermedades del sistema genitourinario;De 70 a 74 años;Mujeres;69
Total Nacional;01 Andalucía;077-080 XIV.Enfermedades del sistema genitourinario;De 75 a 79 años;Hombres;170
Total Nacional;01 Andalucía;077-080 XIV.Enfermedades del sistema genitourinario;De 75 a 79 años;Mujeres;145
Total Nacional;01 Andalucía;077-080 XIV.Enfermedades del sistema genitourinario;De 80 a 84 años;Hombres;266
Total Nacional;01 Andalucía;077-080 XIV.Enfermedades del sistema genitourinario;De 80 a 84 años;Mujeres;250
Total Nacional;01 Andalucía;077-080 XIV.Enfermedades del sistema genitourinario;De 85 a 89 años;Hombres;321
Total Nacional;01 Andalucía;077-080 XIV.Enfermedades del sistema genitourinario;De 85 a 89 años;Mujeres;418
Total Nacional;01 Andalucía;077-080 XIV.Enfermedades del sistema genitourinario;De 90 a 94 años;Hombres;267
Total Nacional;01 Andalucía;077-080 XIV.Enfermedades del sistema genitourinario;De 90 a 94 años;Mujeres;452
Total Nacional;01 Andalucía;077-080 XIV.Enfermedades del sistema genitourinario;De 95 años y más;Hombres;95
Total Nacional;01 Andalucía;077-080 XIV.Enfermedades del sistema genitourinario;De 95 años y más;Mujeres;183
Total Nacional;01 Andalucía;081 XV.Embarazo, parto y puerperio;De 1 a 14 años;Hombres;0
Total Nacional;01 Andalucía;081 XV.Embarazo, parto y puerperio;De 1 a 14 años;Mujeres;0
Total Nacional;01 Andalucía;081 XV.Embarazo, parto y puerperio;De 15 a 29 años;Hombres;0
Total Nacional;01 Andalucía;081 XV.Embarazo, parto y puerperio;De 15 a 29 años;Mujeres;0
Total Nacional;01 Andalucía;081 XV.Embarazo, parto y puerperio;De 30 a 39 años;Hombres;0
Total Nacional;01 Andalucía;081 XV.Embarazo, parto y puerperio;De 30 a 39 años;Mujeres;3
Total Nacional;01 Andalucía;081 XV.Embarazo, parto y puerperio;De 40 a 44 años;Hombres;0
Total Nacional;01 Andalucía;081 XV.Embarazo, parto y puerperio;De 40 a 44 años;Mujeres;1
Total Nacional;01 Andalucía;081 XV.Embarazo, parto y puerperio;De 45 a 49 años;Hombres;0
Total Nacional;01 Andalucía;081 XV.Embarazo, parto y puerperio;De 45 a 49 años;Mujeres;0
Total Nacional;01 Andalucía;081 XV.Embarazo, parto y puerperio;De 50 a 54 años;Hombres;0
Total Nacional;01 Andalucía;081 XV.Embarazo, parto y puerperio;De 50 a 54 años;Mujeres;0
Total Nacional;01 Andalucía;081 XV.Embarazo, parto y puerperio;De 55 a 59 años;Hombres;0
Total Nacional;01 Andalucía;081 XV.Embarazo, parto y puerperio;De 55 a 59 años;Mujeres;0
Total Nacional;01 Andalucía;081 XV.Embarazo, parto y puerperio;De 60 a 64 años;Hombres;0
Total Nacional;01 Andalucía;081 XV.Embarazo, parto y puerperio;De 60 a 64 años;Mujeres;0
Total Nacional;01 Andalucía;081 XV.Embarazo, parto y puerperio;De 65 a 69 años;Hombres;0
Total Nacional;01 Andalucía;081 XV.Embarazo, parto y puerperio;De 65 a 69 años;Mujeres;0
Total Nacional;01 Andalucía;081 XV.Embarazo, parto y puerperio;De 70 a 74 años;Hombres;0
Total Nacional;01 Andalucía;081 XV.Embarazo, parto y puerperio;De 70 a 74 años;Mujeres;0
Total Nacional;01 Andalucía;081 XV.Embarazo, parto y puerperio;De 75 a 79 años;Hombres;0
Total Nacional;01 Andalucía;081 XV.Embarazo, parto y puerperio;De 75 a 79 años;Mujeres;0
Total Nacional;01 Andalucía;081 XV.Embarazo, parto y puerperio;De 80 a 84 años;Hombres;0
Total Nacional;01 Andalucía;081 XV.Embarazo, parto y puerperio;De 80 a 84 años;Mujeres;0
Total Nacional;01 Andalucía;081 XV.Embarazo, parto y puerperio;De 85 a 89 años;Hombres;0
Total Nacional;01 Andalucía;081 XV.Embarazo, parto y puerperio;De 85 a 89 años;Mujeres;0
Total Nacional;01 Andalucía;081 XV.Embarazo, parto y puerperio;De 90 a 94 años;Hombres;0
Total Nacional;01 Andalucía;081 XV.Embarazo, parto y puerperio;De 90 a 94 años;Mujeres;0
Total Nacional;01 Andalucía;081 XV.Embarazo, parto y puerperio;De 95 años y más;Hombres;0
Total Nacional;01 Andalucía;081 XV.Embarazo, parto y puerperio;De 95 años y más;Mujeres;0
Total Nacional;01 Andalucía;082 XVI.Afecciones originadas en el periodo perinatal;De 1 a 14 años;Hombres;0
Total Nacional;01 Andalucía;082 XVI.Afecciones originadas en el periodo perinatal;De 1 a 14 años;Mujeres;1
Total Nacional;01 Andalucía;082 XVI.Afecciones originadas en el periodo perinatal;De 15 a 29 años;Hombres;1
Total Nacional;01 Andalucía;082 XVI.Afecciones originadas en el periodo perinatal;De 15 a 29 años;Mujeres;2
Total Nacional;01 Andalucía;082 XVI.Afecciones originadas en el periodo perinatal;De 30 a 39 años;Hombres;0
Total Nacional;01 Andalucía;082 XVI.Afecciones originadas en el periodo perinatal;De 30 a 39 años;Mujeres;0
Total Nacional;01 Andalucía;082 XVI.Afecciones originadas en el periodo perinatal;De 40 a 44 años;Hombres;0
Total Nacional;01 Andalucía;082 XVI.Afecciones originadas en el periodo perinatal;De 40 a 44 años;Mujeres;1
Total Nacional;01 Andalucía;082 XVI.Afecciones originadas en el periodo perinatal;De 45 a 49 años;Hombres;0
Total Nacional;01 Andalucía;082 XVI.Afecciones originadas en el periodo perinatal;De 45 a 49 años;Mujeres;1
Total Nacional;01 Andalucía;082 XVI.Afecciones originadas en el periodo perinatal;De 50 a 54 años;Hombres;0
Total Nacional;01 Andalucía;082 XVI.Afecciones originadas en el periodo perinatal;De 50 a 54 años;Mujeres;0
Total Nacional;01 Andalucía;082 XVI.Afecciones originadas en el periodo perinatal;De 55 a 59 años;Hombres;0
Total Nacional;01 Andalucía;082 XVI.Afecciones originadas en el periodo perinatal;De 55 a 59 años;Mujeres;0
Total Nacional;01 Andalucía;082 XVI.Afecciones originadas en el periodo perinatal;De 60 a 64 años;Hombres;1
Total Nacional;01 Andalucía;082 XVI.Afecciones originadas en el periodo perinatal;De 60 a 64 años;Mujeres;0
Total Nacional;01 Andalucía;082 XVI.Afecciones originadas en el periodo perinatal;De 65 a 69 años;Hombres;0
Total Nacional;01 Andalucía;082 XVI.Afecciones originadas en el periodo perinatal;De 65 a 69 años;Mujeres;1
Total Nacional;01 Andalucía;082 XVI.Afecciones originadas en el periodo perinatal;De 70 a 74 años;Hombres;0
Total Nacional;01 Andalucía;082 XVI.Afecciones originadas en el periodo perinatal;De 70 a 74 años;Mujeres;0
Total Nacional;01 Andalucía;082 XVI.Afecciones originadas en el periodo perinatal;De 75 a 79 años;Hombres;0
Total Nacional;01 Andalucía;082 XVI.Afecciones originadas en el periodo perinatal;De 75 a 79 años;Mujeres;0
Total Nacional;01 Andalucía;082 XVI.Afecciones originadas en el periodo perinatal;De 80 a 84 años;Hombres;0
Total Nacional;01 Andalucía;082 XVI.Afecciones originadas en el periodo perinatal;De 80 a 84 años;Mujeres;0
Total Nacional;01 Andalucía;082 XVI.Afecciones originadas en el periodo perinatal;De 85 a 89 años;Hombres;0
Total Nacional;01 Andalucía;082 XVI.Afecciones originadas en el periodo perinatal;De 85 a 89 años;Mujeres;0
Total Nacional;01 Andalucía;082 XVI.Afecciones originadas en el periodo perinatal;De 90 a 94 años;Hombres;0
Total Nacional;01 Andalucía;082 XVI.Afecciones originadas en el periodo perinatal;De 90 a 94 años;Mujeres;0
Total Nacional;01 Andalucía;082 XVI.Afecciones originadas en el periodo perinatal;De 95 años y más;Hombres;0
Total Nacional;01 Andalucía;082 XVI.Afecciones originadas en el periodo perinatal;De 95 años y más;Mujeres;0
Total Nacional;01 Andalucía;083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;De 1 a 14 años;Hombres;6
Total Nacional;01 Andalucía;083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;De 1 a 14 años;Mujeres;6
Total Nacional;01 Andalucía;083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;De 15 a 29 años;Hombres;3
Total Nacional;01 Andalucía;083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;De 15 a 29 años;Mujeres;9
Total Nacional;01 Andalucía;083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;De 30 a 39 años;Hombres;2
Total Nacional;01 Andalucía;083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;De 30 a 39 años;Mujeres;6
Total Nacional;01 Andalucía;083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;De 40 a 44 años;Hombres;3
Total Nacional;01 Andalucía;083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;De 40 a 44 años;Mujeres;3
Total Nacional;01 Andalucía;083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;De 45 a 49 años;Hombres;3
Total Nacional;01 Andalucía;083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;De 45 a 49 años;Mujeres;7
Total Nacional;01 Andalucía;083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;De 50 a 54 años;Hombres;8
Total Nacional;01 Andalucía;083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;De 50 a 54 años;Mujeres;4
Total Nacional;01 Andalucía;083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;De 55 a 59 años;Hombres;4
Total Nacional;01 Andalucía;083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;De 55 a 59 años;Mujeres;9
Total Nacional;01 Andalucía;083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;De 60 a 64 años;Hombres;6
Total Nacional;01 Andalucía;083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;De 60 a 64 años;Mujeres;4
Total Nacional;01 Andalucía;083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;De 65 a 69 años;Hombres;1
Total Nacional;01 Andalucía;083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;De 65 a 69 años;Mujeres;3
Total Nacional;01 Andalucía;083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;De 70 a 74 años;Hombres;4
Total Nacional;01 Andalucía;083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;De 70 a 74 años;Mujeres;2
Total Nacional;01 Andalucía;083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;De 75 a 79 años;Hombres;3
Total Nacional;01 Andalucía;083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;De 75 a 79 años;Mujeres;2
Total Nacional;01 Andalucía;083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;De 80 a 84 años;Hombres;0
Total Nacional;01 Andalucía;083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;De 80 a 84 años;Mujeres;3
Total Nacional;01 Andalucía;083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;De 85 a 89 años;Hombres;0
Total Nacional;01 Andalucía;083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;De 85 a 89 años;Mujeres;0
Total Nacional;01 Andalucía;083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;De 90 a 94 años;Hombres;2
Total Nacional;01 Andalucía;083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;De 90 a 94 años;Mujeres;0
Total Nacional;01 Andalucía;083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;De 95 años y más;Hombres;0
Total Nacional;01 Andalucía;083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;De 95 años y más;Mujeres;0
Total Nacional;01 Andalucía;086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;De 1 a 14 años;Hombres;1
Total Nacional;01 Andalucía;086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;De 1 a 14 años;Mujeres;2
Total Nacional;01 Andalucía;086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;De 15 a 29 años;Hombres;2
Total Nacional;01 Andalucía;086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;De 15 a 29 años;Mujeres;0
Total Nacional;01 Andalucía;086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;De 30 a 39 años;Hombres;8
Total Nacional;01 Andalucía;086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;De 30 a 39 años;Mujeres;0
Total Nacional;01 Andalucía;086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;De 40 a 44 años;Hombres;10
Total Nacional;01 Andalucía;086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;De 40 a 44 años;Mujeres;3
Total Nacional;01 Andalucía;086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;De 45 a 49 años;Hombres;8
Total Nacional;01 Andalucía;086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;De 45 a 49 años;Mujeres;6
Total Nacional;01 Andalucía;086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;De 50 a 54 años;Hombres;19
Total Nacional;01 Andalucía;086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;De 50 a 54 años;Mujeres;5
Total Nacional;01 Andalucía;086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;De 55 a 59 años;Hombres;32
Total Nacional;01 Andalucía;086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;De 55 a 59 años;Mujeres;10
Total Nacional;01 Andalucía;086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;De 60 a 64 años;Hombres;36
Total Nacional;01 Andalucía;086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;De 60 a 64 años;Mujeres;13
Total Nacional;01 Andalucía;086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;De 65 a 69 años;Hombres;35
Total Nacional;01 Andalucía;086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;De 65 a 69 años;Mujeres;20
Total Nacional;01 Andalucía;086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;De 70 a 74 años;Hombres;35
Total Nacional;01 Andalucía;086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;De 70 a 74 años;Mujeres;30
Total Nacional;01 Andalucía;086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;De 75 a 79 años;Hombres;53
Total Nacional;01 Andalucía;086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;De 75 a 79 años;Mujeres;37
Total Nacional;01 Andalucía;086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;De 80 a 84 años;Hombres;90
Total Nacional;01 Andalucía;086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;De 80 a 84 años;Mujeres;114
Total Nacional;01 Andalucía;086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;De 85 a 89 años;Hombres;282
Total Nacional;01 Andalucía;086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;De 85 a 89 años;Mujeres;442
Total Nacional;01 Andalucía;086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;De 90 a 94 años;Hombres;330
Total Nacional;01 Andalucía;086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;De 90 a 94 años;Mujeres;694
Total Nacional;01 Andalucía;086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;De 95 años y más;Hombres;159
