Nacional;Comunidades y Ciudades Autónomas;Causa de muerte (capítulos de la 10ª revisión de la CIE);Tipo de indicador;Sexo;Total
Total Nacional;15 Navarra, Comunidad Foral de;Enfermedades infecciosas y parasitarias;Nº medio de APVP;Hombres;15,70
Total Nacional;15 Navarra, Comunidad Foral de;Enfermedades infecciosas y parasitarias;Nº medio de APVP;Mujeres;7,83
Total Nacional;15 Navarra, Comunidad Foral de;Tumores;Nº de APVP;Hombres;6.927,50
Total Nacional;15 Navarra, Comunidad Foral de;Tumores;Nº de APVP;Mujeres;4.959,50
Total Nacional;15 Navarra, Comunidad Foral de;Tumores;Distribución por capítulos de la CIE;Hombres;38,19
Total Nacional;15 Navarra, Comunidad Foral de;Tumores;Distribución por capítulos de la CIE;Mujeres;56,85
Total Nacional;15 Navarra, Comunidad Foral de;Tumores;Tasa estandarizada de APVP (tanto por cien mil);Hombres;2.105,89
Total Nacional;15 Navarra, Comunidad Foral de;Tumores;Tasa estandarizada de APVP (tanto por cien mil);Mujeres;1.470,89
Total Nacional;15 Navarra, Comunidad Foral de;Tumores;Nº medio de APVP;Hombres;11,60
Total Nacional;15 Navarra, Comunidad Foral de;Tumores;Nº medio de APVP;Mujeres;13,48
Total Nacional;15 Navarra, Comunidad Foral de;Enfermedades sangre y de órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Nº de APVP;Hombres;115,00
Total Nacional;15 Navarra, Comunidad Foral de;Enfermedades sangre y de órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Nº de APVP;Mujeres;84,50
Total Nacional;15 Navarra, Comunidad Foral de;Enfermedades sangre y de órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Distribución por capítulos de la CIE;Hombres;0,63
Total Nacional;15 Navarra, Comunidad Foral de;Enfermedades sangre y de órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Distribución por capítulos de la CIE;Mujeres;0,97
Total Nacional;15 Navarra, Comunidad Foral de;Enfermedades sangre y de órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Tasa estandarizada de APVP (tanto por cien mil);Hombres;33,85
Total Nacional;15 Navarra, Comunidad Foral de;Enfermedades sangre y de órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Tasa estandarizada de APVP (tanto por cien mil);Mujeres;34,40
Total Nacional;15 Navarra, Comunidad Foral de;Enfermedades sangre y de órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Nº medio de APVP;Hombres;19,17
Total Nacional;15 Navarra, Comunidad Foral de;Enfermedades sangre y de órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Nº medio de APVP;Mujeres;21,13
Total Nacional;15 Navarra, Comunidad Foral de;Enfermedades endocrinas, nutricionales y metabólicas;Nº de APVP;Hombres;492,50
Total Nacional;15 Navarra, Comunidad Foral de;Enfermedades endocrinas, nutricionales y metabólicas;Nº de APVP;Mujeres;220,00
Total Nacional;15 Navarra, Comunidad Foral de;Enfermedades endocrinas, nutricionales y metabólicas;Distribución por capítulos de la CIE;Hombres;2,72
Total Nacional;15 Navarra, Comunidad Foral de;Enfermedades endocrinas, nutricionales y metabólicas;Distribución por capítulos de la CIE;Mujeres;2,52
Total Nacional;15 Navarra, Comunidad Foral de;Enfermedades endocrinas, nutricionales y metabólicas;Tasa estandarizada de APVP (tanto por cien mil);Hombres;148,09
Total Nacional;15 Navarra, Comunidad Foral de;Enfermedades endocrinas, nutricionales y metabólicas;Tasa estandarizada de APVP (tanto por cien mil);Mujeres;64,47
Total Nacional;15 Navarra, Comunidad Foral de;Enfermedades endocrinas, nutricionales y metabólicas;Nº medio de APVP;Hombres;10,94
Total Nacional;15 Navarra, Comunidad Foral de;Enfermedades endocrinas, nutricionales y metabólicas;Nº medio de APVP;Mujeres;11,00
Total Nacional;15 Navarra, Comunidad Foral de;Trastornos mentales y del comportamiento;Nº de APVP;Hombres;115,00
Total Nacional;15 Navarra, Comunidad Foral de;Trastornos mentales y del comportamiento;Nº de APVP;Mujeres;105,00
Total Nacional;15 Navarra, Comunidad Foral de;Trastornos mentales y del comportamiento;Distribución por capítulos de la CIE;Hombres;0,63
Total Nacional;15 Navarra, Comunidad Foral de;Trastornos mentales y del comportamiento;Distribución por capítulos de la CIE;Mujeres;1,20
Total Nacional;15 Navarra, Comunidad Foral de;Trastornos mentales y del comportamiento;Tasa estandarizada de APVP (tanto por cien mil);Hombres;37,29
Total Nacional;15 Navarra, Comunidad Foral de;Trastornos mentales y del comportamiento;Tasa estandarizada de APVP (tanto por cien mil);Mujeres;30,47
Total Nacional;15 Navarra, Comunidad Foral de;Trastornos mentales y del comportamiento;Nº medio de APVP;Hombres;5,23
Total Nacional;15 Navarra, Comunidad Foral de;Trastornos mentales y del comportamiento;Nº medio de APVP;Mujeres;4,77
Total Nacional;15 Navarra, Comunidad Foral de;Enfermedades del sistema nervioso y de los órganos de los sentidos;Nº de APVP;Hombres;755,00
Total Nacional;15 Navarra, Comunidad Foral de;Enfermedades del sistema nervioso y de los órganos de los sentidos;Nº de APVP;Mujeres;510,00
Total Nacional;15 Navarra, Comunidad Foral de;Enfermedades del sistema nervioso y de los órganos de los sentidos;Distribución por capítulos de la CIE;Hombres;4,16
Total Nacional;15 Navarra, Comunidad Foral de;Enfermedades del sistema nervioso y de los órganos de los sentidos;Distribución por capítulos de la CIE;Mujeres;5,85
Total Nacional;15 Navarra, Comunidad Foral de;Enfermedades del sistema nervioso y de los órganos de los sentidos;Tasa estandarizada de APVP (tanto por cien mil);Hombres;229,72
Total Nacional;15 Navarra, Comunidad Foral de;Enfermedades del sistema nervioso y de los órganos de los sentidos;Tasa estandarizada de APVP (tanto por cien mil);Mujeres;151,27
Total Nacional;15 Navarra, Comunidad Foral de;Enfermedades del sistema nervioso y de los órganos de los sentidos;Nº medio de APVP;Hombres;12,18
Total Nacional;15 Navarra, Comunidad Foral de;Enfermedades del sistema nervioso y de los órganos de los sentidos;Nº medio de APVP;Mujeres;10,63
Total Nacional;15 Navarra, Comunidad Foral de;Enfermedades del sistema circulatorio;Nº de APVP;Hombres;3.475,00
Total Nacional;15 Navarra, Comunidad Foral de;Enfermedades del sistema circulatorio;Nº de APVP;Mujeres;910,00
Total Nacional;15 Navarra, Comunidad Foral de;Enfermedades del sistema circulatorio;Distribución por capítulos de la CIE;Hombres;19,16
Total Nacional;15 Navarra, Comunidad Foral de;Enfermedades del sistema circulatorio;Distribución por capítulos de la CIE;Mujeres;10,43
Total Nacional;15 Navarra, Comunidad Foral de;Enfermedades del sistema circulatorio;Tasa estandarizada de APVP (tanto por cien mil);Hombres;1.041,60
Total Nacional;15 Navarra, Comunidad Foral de;Enfermedades del sistema circulatorio;Tasa estandarizada de APVP (tanto por cien mil);Mujeres;270,39
Total Nacional;15 Navarra, Comunidad Foral de;Enfermedades del sistema circulatorio;Nº medio de APVP;Hombres;13,26
Total Nacional;15 Navarra, Comunidad Foral de;Enfermedades del sistema circulatorio;Nº medio de APVP;Mujeres;10,83
Total Nacional;15 Navarra, Comunidad Foral de;Enfermedades del sistema respiratorio;Nº de APVP;Hombres;1.040,00
Total Nacional;15 Navarra, Comunidad Foral de;Enfermedades del sistema respiratorio;Nº de APVP;Mujeres;510,00
Total Nacional;15 Navarra, Comunidad Foral de;Enfermedades del sistema respiratorio;Distribución por capítulos de la CIE;Hombres;5,73
Total Nacional;15 Navarra, Comunidad Foral de;Enfermedades del sistema respiratorio;Distribución por capítulos de la CIE;Mujeres;5,85
Total Nacional;15 Navarra, Comunidad Foral de;Enfermedades del sistema respiratorio;Tasa estandarizada de APVP (tanto por cien mil);Hombres;324,95
Total Nacional;15 Navarra, Comunidad Foral de;Enfermedades del sistema respiratorio;Tasa estandarizada de APVP (tanto por cien mil);Mujeres;148,88
Total Nacional;15 Navarra, Comunidad Foral de;Enfermedades del sistema respiratorio;Nº medio de APVP;Hombres;9,81
Total Nacional;15 Navarra, Comunidad Foral de;Enfermedades del sistema respiratorio;Nº medio de APVP;Mujeres;9,44
Total Nacional;15 Navarra, Comunidad Foral de;Enfermedades del sistema digestivo;Nº de APVP;Hombres;1.177,50
Total Nacional;15 Navarra, Comunidad Foral de;Enfermedades del sistema digestivo;Nº de APVP;Mujeres;267,50
Total Nacional;15 Navarra, Comunidad Foral de;Enfermedades del sistema digestivo;Distribución por capítulos de la CIE;Hombres;6,49
Total Nacional;15 Navarra, Comunidad Foral de;Enfermedades del sistema digestivo;Distribución por capítulos de la CIE;Mujeres;3,07
Total Nacional;15 Navarra, Comunidad Foral de;Enfermedades del sistema digestivo;Tasa estandarizada de APVP (tanto por cien mil);Hombres;344,50
Total Nacional;15 Navarra, Comunidad Foral de;Enfermedades del sistema digestivo;Tasa estandarizada de APVP (tanto por cien mil);Mujeres;78,68
Total Nacional;15 Navarra, Comunidad Foral de;Enfermedades del sistema digestivo;Nº medio de APVP;Hombres;13,85
Total Nacional;15 Navarra, Comunidad Foral de;Enfermedades del sistema digestivo;Nº medio de APVP;Mujeres;8,63
Total Nacional;15 Navarra, Comunidad Foral de;Enfermedades de la piel y del tejido subcutáneo;Nº de APVP;Hombres;30,00
Total Nacional;15 Navarra, Comunidad Foral de;Enfermedades de la piel y del tejido subcutáneo;Nº de APVP;Mujeres;30,00
Total Nacional;15 Navarra, Comunidad Foral de;Enfermedades de la piel y del tejido subcutáneo;Distribución por capítulos de la CIE;Hombres;0,17
Total Nacional;15 Navarra, Comunidad Foral de;Enfermedades de la piel y del tejido subcutáneo;Distribución por capítulos de la CIE;Mujeres;0,34
Total Nacional;15 Navarra, Comunidad Foral de;Enfermedades de la piel y del tejido subcutáneo;Tasa estandarizada de APVP (tanto por cien mil);Hombres;8,92
Total Nacional;15 Navarra, Comunidad Foral de;Enfermedades de la piel y del tejido subcutáneo;Tasa estandarizada de APVP (tanto por cien mil);Mujeres;8,32
Total Nacional;15 Navarra, Comunidad Foral de;Enfermedades de la piel y del tejido subcutáneo;Nº medio de APVP;Hombres;15,00
Total Nacional;15 Navarra, Comunidad Foral de;Enfermedades de la piel y del tejido subcutáneo;Nº medio de APVP;Mujeres;7,50
Total Nacional;15 Navarra, Comunidad Foral de;Enfermedades del sistema osteomuscular y del tejido conjuntivo;Nº de APVP;Hombres;52,50
Total Nacional;15 Navarra, Comunidad Foral de;Enfermedades del sistema osteomuscular y del tejido conjuntivo;Nº de APVP;Mujeres;27,50
Total Nacional;15 Navarra, Comunidad Foral de;Enfermedades del sistema osteomuscular y del tejido conjuntivo;Distribución por capítulos de la CIE;Hombres;0,29
Total Nacional;15 Navarra, Comunidad Foral de;Enfermedades del sistema osteomuscular y del tejido conjuntivo;Distribución por capítulos de la CIE;Mujeres;0,32
Total Nacional;15 Navarra, Comunidad Foral de;Enfermedades del sistema osteomuscular y del tejido conjuntivo;Tasa estandarizada de APVP (tanto por cien mil);Hombres;15,39
Total Nacional;15 Navarra, Comunidad Foral de;Enfermedades del sistema osteomuscular y del tejido conjuntivo;Tasa estandarizada de APVP (tanto por cien mil);Mujeres;8,52
Total Nacional;15 Navarra, Comunidad Foral de;Enfermedades del sistema osteomuscular y del tejido conjuntivo;Nº medio de APVP;Hombres;10,50
Total Nacional;15 Navarra, Comunidad Foral de;Enfermedades del sistema osteomuscular y del tejido conjuntivo;Nº medio de APVP;Mujeres;9,17
Total Nacional;15 Navarra, Comunidad Foral de;Enfermedades del sistema genitourinario;Nº de APVP;Hombres;205,00
Total Nacional;15 Navarra, Comunidad Foral de;Enfermedades del sistema genitourinario;Nº de APVP;Mujeres;90,00
Total Nacional;15 Navarra, Comunidad Foral de;Enfermedades del sistema genitourinario;Distribución por capítulos de la CIE;Hombres;1,13
Total Nacional;15 Navarra, Comunidad Foral de;Enfermedades del sistema genitourinario;Distribución por capítulos de la CIE;Mujeres;1,03
Total Nacional;15 Navarra, Comunidad Foral de;Enfermedades del sistema genitourinario;Tasa estandarizada de APVP (tanto por cien mil);Hombres;63,51
Total Nacional;15 Navarra, Comunidad Foral de;Enfermedades del sistema genitourinario;Tasa estandarizada de APVP (tanto por cien mil);Mujeres;26,67
Total Nacional;15 Navarra, Comunidad Foral de;Enfermedades del sistema genitourinario;Nº medio de APVP;Hombres;7,88
Total Nacional;15 Navarra, Comunidad Foral de;Enfermedades del sistema genitourinario;Nº medio de APVP;Mujeres;7,50
Total Nacional;15 Navarra, Comunidad Foral de;Embarazo, parto y puerperio;Nº de APVP;Hombres;..
Total Nacional;15 Navarra, Comunidad Foral de;Embarazo, parto y puerperio;Nº de APVP;Mujeres;..
Total Nacional;15 Navarra, Comunidad Foral de;Embarazo, parto y puerperio;Distribución por capítulos de la CIE;Hombres;..
Total Nacional;15 Navarra, Comunidad Foral de;Embarazo, parto y puerperio;Distribución por capítulos de la CIE;Mujeres;..
Total Nacional;15 Navarra, Comunidad Foral de;Embarazo, parto y puerperio;Tasa estandarizada de APVP (tanto por cien mil);Hombres;..
Total Nacional;15 Navarra, Comunidad Foral de;Embarazo, parto y puerperio;Tasa estandarizada de APVP (tanto por cien mil);Mujeres;..
Total Nacional;15 Navarra, Comunidad Foral de;Embarazo, parto y puerperio;Nº medio de APVP;Hombres;..
Total Nacional;15 Navarra, Comunidad Foral de;Embarazo, parto y puerperio;Nº medio de APVP;Mujeres;..
Total Nacional;15 Navarra, Comunidad Foral de;Afecciones originadas en el periodo perinatal;Nº de APVP;Hombres;..
Total Nacional;15 Navarra, Comunidad Foral de;Afecciones originadas en el periodo perinatal;Nº de APVP;Mujeres;..
Total Nacional;15 Navarra, Comunidad Foral de;Afecciones originadas en el periodo perinatal;Distribución por capítulos de la CIE;Hombres;..
Total Nacional;15 Navarra, Comunidad Foral de;Afecciones originadas en el periodo perinatal;Distribución por capítulos de la CIE;Mujeres;..
Total Nacional;15 Navarra, Comunidad Foral de;Afecciones originadas en el periodo perinatal;Tasa estandarizada de APVP (tanto por cien mil);Hombres;..
Total Nacional;15 Navarra, Comunidad Foral de;Afecciones originadas en el periodo perinatal;Tasa estandarizada de APVP (tanto por cien mil);Mujeres;..
Total Nacional;15 Navarra, Comunidad Foral de;Afecciones originadas en el periodo perinatal;Nº medio de APVP;Hombres;..
Total Nacional;15 Navarra, Comunidad Foral de;Afecciones originadas en el periodo perinatal;Nº medio de APVP;Mujeres;..
Total Nacional;15 Navarra, Comunidad Foral de;Malformaciones congénitas, deformidades y anomalías cromosómicas;Nº de APVP;Hombres;177,50
Total Nacional;15 Navarra, Comunidad Foral de;Malformaciones congénitas, deformidades y anomalías cromosómicas;Nº de APVP;Mujeres;57,50
Total Nacional;15 Navarra, Comunidad Foral de;Malformaciones congénitas, deformidades y anomalías cromosómicas;Distribución por capítulos de la CIE;Hombres;0,98
Total Nacional;15 Navarra, Comunidad Foral de;Malformaciones congénitas, deformidades y anomalías cromosómicas;Distribución por capítulos de la CIE;Mujeres;0,66
Total Nacional;15 Navarra, Comunidad Foral de;Malformaciones congénitas, deformidades y anomalías cromosómicas;Tasa estandarizada de APVP (tanto por cien mil);Hombres;53,40
Total Nacional;15 Navarra, Comunidad Foral de;Malformaciones congénitas, deformidades y anomalías cromosómicas;Tasa estandarizada de APVP (tanto por cien mil);Mujeres;16,20
Total Nacional;15 Navarra, Comunidad Foral de;Malformaciones congénitas, deformidades y anomalías cromosómicas;Nº medio de APVP;Hombres;25,36
Total Nacional;15 Navarra, Comunidad Foral de;Malformaciones congénitas, deformidades y anomalías cromosómicas;Nº medio de APVP;Mujeres;19,17
Total Nacional;15 Navarra, Comunidad Foral de;Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Nº de APVP;Hombres;152,50
Total Nacional;15 Navarra, Comunidad Foral de;Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Nº de APVP;Mujeres;60,00
Total Nacional;15 Navarra, Comunidad Foral de;Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Distribución por capítulos de la CIE;Hombres;0,84
Total Nacional;15 Navarra, Comunidad Foral de;Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Distribución por capítulos de la CIE;Mujeres;0,69
Total Nacional;15 Navarra, Comunidad Foral de;Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Tasa estandarizada de APVP (tanto por cien mil);Hombres;44,40
Total Nacional;15 Navarra, Comunidad Foral de;Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Tasa estandarizada de APVP (tanto por cien mil);Mujeres;17,11
Total Nacional;15 Navarra, Comunidad Foral de;Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Nº medio de APVP;Hombres;21,79
Total Nacional;15 Navarra, Comunidad Foral de;Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Nº medio de APVP;Mujeres;15,00
Total Nacional;15 Navarra, Comunidad Foral de;Causas externas de mortalidad;Nº de APVP;Hombres;3.030,00
Total Nacional;15 Navarra, Comunidad Foral de;Causas externas de mortalidad;Nº de APVP;Mujeres;775,00
Total Nacional;15 Navarra, Comunidad Foral de;Causas externas de mortalidad;Distribución por capítulos de la CIE;Hombres;16,71
Total Nacional;15 Navarra, Comunidad Foral de;Causas externas de mortalidad;Distribución por capítulos de la CIE;Mujeres;8,88
Total Nacional;15 Navarra, Comunidad Foral de;Causas externas de mortalidad;Tasa estandarizada de APVP (tanto por cien mil);Hombres;931,28
Total Nacional;15 Navarra, Comunidad Foral de;Causas externas de mortalidad;Tasa estandarizada de APVP (tanto por cien mil);Mujeres;236,38
Total Nacional;15 Navarra, Comunidad Foral de;Causas externas de mortalidad;Nº medio de APVP;Hombres;24,84
Total Nacional;15 Navarra, Comunidad Foral de;Causas externas de mortalidad;Nº medio de APVP;Mujeres;21,53
Total Nacional;16 País Vasco;Enfermedades infecciosas y parasitarias;Nº de APVP;Hombres;1.315,00
Total Nacional;16 País Vasco;Enfermedades infecciosas y parasitarias;Nº de APVP;Mujeres;435,00
Total Nacional;16 País Vasco;Enfermedades infecciosas y parasitarias;Distribución por capítulos de la CIE;Hombres;2,11
Total Nacional;16 País Vasco;Enfermedades infecciosas y parasitarias;Distribución por capítulos de la CIE;Mujeres;1,32
Total Nacional;16 País Vasco;Enfermedades infecciosas y parasitarias;Tasa estandarizada de APVP (tanto por cien mil);Hombres;119,05
Total Nacional;16 País Vasco;Enfermedades infecciosas y parasitarias;Tasa estandarizada de APVP (tanto por cien mil);Mujeres;35,46
Total Nacional;16 País Vasco;Enfermedades infecciosas y parasitarias;Nº medio de APVP;Hombres;12,64
Total Nacional;16 País Vasco;Enfermedades infecciosas y parasitarias;Nº medio de APVP;Mujeres;8,06
Total Nacional;16 País Vasco;Tumores;Nº de APVP;Hombres;25.395,00
Total Nacional;16 País Vasco;Tumores;Nº de APVP;Mujeres;18.314,50
Total Nacional;16 País Vasco;Tumores;Distribución por capítulos de la CIE;Hombres;40,72
Total Nacional;16 País Vasco;Tumores;Distribución por capítulos de la CIE;Mujeres;55,61
Total Nacional;16 País Vasco;Tumores;Tasa estandarizada de APVP (tanto por cien mil);Hombres;2.205,89
Total Nacional;16 País Vasco;Tumores;Tasa estandarizada de APVP (tanto por cien mil);Mujeres;1.512,09
Total Nacional;16 País Vasco;Tumores;Nº medio de APVP;Hombres;11,40
Total Nacional;16 País Vasco;Tumores;Nº medio de APVP;Mujeres;13,33
Total Nacional;16 País Vasco;Enfermedades sangre y de órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Nº de APVP;Hombres;212,50
Total Nacional;16 País Vasco;Enfermedades sangre y de órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Nº de APVP;Mujeres;199,50
Total Nacional;16 País Vasco;Enfermedades sangre y de órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Distribución por capítulos de la CIE;Hombres;0,34
Total Nacional;16 País Vasco;Enfermedades sangre y de órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Distribución por capítulos de la CIE;Mujeres;0,61
Total Nacional;16 País Vasco;Enfermedades sangre y de órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Tasa estandarizada de APVP (tanto por cien mil);Hombres;18,22
Total Nacional;16 País Vasco;Enfermedades sangre y de órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Tasa estandarizada de APVP (tanto por cien mil);Mujeres;20,98
Total Nacional;16 País Vasco;Enfermedades sangre y de órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Nº medio de APVP;Hombres;11,18
Total Nacional;16 País Vasco;Enfermedades sangre y de órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Nº medio de APVP;Mujeres;12,47
Total Nacional;16 País Vasco;Enfermedades endocrinas, nutricionales y metabólicas;Nº de APVP;Hombres;1.437,50
Total Nacional;16 País Vasco;Enfermedades endocrinas, nutricionales y metabólicas;Nº de APVP;Mujeres;667,50
Total Nacional;16 País Vasco;Enfermedades endocrinas, nutricionales y metabólicas;Distribución por capítulos de la CIE;Hombres;2,31
Total Nacional;16 País Vasco;Enfermedades endocrinas, nutricionales y metabólicas;Distribución por capítulos de la CIE;Mujeres;2,03
Total Nacional;16 País Vasco;Enfermedades endocrinas, nutricionales y metabólicas;Tasa estandarizada de APVP (tanto por cien mil);Hombres;124,50
Total Nacional;16 País Vasco;Enfermedades endocrinas, nutricionales y metabólicas;Tasa estandarizada de APVP (tanto por cien mil);Mujeres;54,75
Total Nacional;16 País Vasco;Enfermedades endocrinas, nutricionales y metabólicas;Nº medio de APVP;Hombres;10,34
Total Nacional;16 País Vasco;Enfermedades endocrinas, nutricionales y metabólicas;Nº medio de APVP;Mujeres;9,67
Total Nacional;16 País Vasco;Trastornos mentales y del comportamiento;Nº de APVP;Hombres;772,50
Total Nacional;16 País Vasco;Trastornos mentales y del comportamiento;Nº de APVP;Mujeres;452,50
Total Nacional;16 País Vasco;Trastornos mentales y del comportamiento;Distribución por capítulos de la CIE;Hombres;1,24
Total Nacional;16 País Vasco;Trastornos mentales y del comportamiento;Distribución por capítulos de la CIE;Mujeres;1,37
Total Nacional;16 País Vasco;Trastornos mentales y del comportamiento;Tasa estandarizada de APVP (tanto por cien mil);Hombres;67,55
Total Nacional;16 País Vasco;Trastornos mentales y del comportamiento;Tasa estandarizada de APVP (tanto por cien mil);Mujeres;34,73
Total Nacional;16 País Vasco;Trastornos mentales y del comportamiento;Nº medio de APVP;Hombres;7,22
Total Nacional;16 País Vasco;Trastornos mentales y del comportamiento;Nº medio de APVP;Mujeres;5,45
Total Nacional;16 País Vasco;Enfermedades del sistema nervioso y de los órganos de los sentidos;Nº de APVP;Hombres;2.927,50
Total Nacional;16 País Vasco;Enfermedades del sistema nervioso y de los órganos de los sentidos;Nº de APVP;Mujeres;2.147,50
Total Nacional;16 País Vasco;Enfermedades del sistema nervioso y de los órganos de los sentidos;Distribución por capítulos de la CIE;Hombres;4,69
Total Nacional;16 País Vasco;Enfermedades del sistema nervioso y de los órganos de los sentidos;Distribución por capítulos de la CIE;Mujeres;6,52
Total Nacional;16 País Vasco;Enfermedades del sistema nervioso y de los órganos de los sentidos;Tasa estandarizada de APVP (tanto por cien mil);Hombres;262,52
Total Nacional;16 País Vasco;Enfermedades del sistema nervioso y de los órganos de los sentidos;Tasa estandarizada de APVP (tanto por cien mil);Mujeres;184,06
Total Nacional;16 País Vasco;Enfermedades del sistema nervioso y de los órganos de los sentidos;Nº medio de APVP;Hombres;12,56
Total Nacional;16 País Vasco;Enfermedades del sistema nervioso y de los órganos de los sentidos;Nº medio de APVP;Mujeres;10,58
Total Nacional;16 País Vasco;Enfermedades del sistema circulatorio;Nº de APVP;Hombres;14.015,00
Total Nacional;16 País Vasco;Enfermedades del sistema circulatorio;Nº de APVP;Mujeres;4.057,00
Total Nacional;16 País Vasco;Enfermedades del sistema circulatorio;Distribución por capítulos de la CIE;Hombres;22,47
Total Nacional;16 País Vasco;Enfermedades del sistema circulatorio;Distribución por capítulos de la CIE;Mujeres;12,32
Total Nacional;16 País Vasco;Enfermedades del sistema circulatorio;Tasa estandarizada de APVP (tanto por cien mil);Hombres;1.222,14
Total Nacional;16 País Vasco;Enfermedades del sistema circulatorio;Tasa estandarizada de APVP (tanto por cien mil);Mujeres;338,45
Total Nacional;16 País Vasco;Enfermedades del sistema circulatorio;Nº medio de APVP;Hombres;12,23
Total Nacional;16 País Vasco;Enfermedades del sistema circulatorio;Nº medio de APVP;Mujeres;9,68
Total Nacional;16 País Vasco;Enfermedades del sistema respiratorio;Nº de APVP;Hombres;2.632,50
Total Nacional;16 País Vasco;Enfermedades del sistema respiratorio;Nº de APVP;Mujeres;1.505,00
Total Nacional;16 País Vasco;Enfermedades del sistema respiratorio;Distribución por capítulos de la CIE;Hombres;4,22
Total Nacional;16 País Vasco;Enfermedades del sistema respiratorio;Distribución por capítulos de la CIE;Mujeres;4,57
Total Nacional;16 País Vasco;Enfermedades del sistema respiratorio;Tasa estandarizada de APVP (tanto por cien mil);Hombres;232,87
Total Nacional;16 País Vasco;Enfermedades del sistema respiratorio;Tasa estandarizada de APVP (tanto por cien mil);Mujeres;119,47
Total Nacional;16 País Vasco;Enfermedades del sistema respiratorio;Nº medio de APVP;Hombres;9,17
Total Nacional;16 País Vasco;Enfermedades del sistema respiratorio;Nº medio de APVP;Mujeres;9,90
Total Nacional;16 País Vasco;Enfermedades del sistema digestivo;Nº de APVP;Hombres;3.012,50
Total Nacional;16 País Vasco;Enfermedades del sistema digestivo;Nº de APVP;Mujeres;1.367,50
Total Nacional;16 País Vasco;Enfermedades del sistema digestivo;Distribución por capítulos de la CIE;Hombres;4,83
Total Nacional;16 País Vasco;Enfermedades del sistema digestivo;Distribución por capítulos de la CIE;Mujeres;4,15
Total Nacional;16 País Vasco;Enfermedades del sistema digestivo;Tasa estandarizada de APVP (tanto por cien mil);Hombres;265,42
Total Nacional;16 País Vasco;Enfermedades del sistema digestivo;Tasa estandarizada de APVP (tanto por cien mil);Mujeres;110,22
Total Nacional;16 País Vasco;Enfermedades del sistema digestivo;Nº medio de APVP;Hombres;12,60
Total Nacional;16 País Vasco;Enfermedades del sistema digestivo;Nº medio de APVP;Mujeres;10,77
Total Nacional;16 País Vasco;Enfermedades de la piel y del tejido subcutáneo;Nº de APVP;Hombres;80,00
Total Nacional;16 País Vasco;Enfermedades de la piel y del tejido subcutáneo;Nº de APVP;Mujeres;62,50
Total Nacional;16 País Vasco;Enfermedades de la piel y del tejido subcutáneo;Distribución por capítulos de la CIE;Hombres;0,13
Total Nacional;16 País Vasco;Enfermedades de la piel y del tejido subcutáneo;Distribución por capítulos de la CIE;Mujeres;0,19
Total Nacional;16 País Vasco;Enfermedades de la piel y del tejido subcutáneo;Tasa estandarizada de APVP (tanto por cien mil);Hombres;7,45
Total Nacional;16 País Vasco;Enfermedades de la piel y del tejido subcutáneo;Tasa estandarizada de APVP (tanto por cien mil);Mujeres;4,77
Total Nacional;16 País Vasco;Enfermedades de la piel y del tejido subcutáneo;Nº medio de APVP;Hombres;10,00
Total Nacional;16 País Vasco;Enfermedades de la piel y del tejido subcutáneo;Nº medio de APVP;Mujeres;6,94
Total Nacional;16 País Vasco;Enfermedades del sistema osteomuscular y del tejido conjuntivo;Nº de APVP;Hombres;242,50
Total Nacional;16 País Vasco;Enfermedades del sistema osteomuscular y del tejido conjuntivo;Nº de APVP;Mujeres;195,00
Total Nacional;16 País Vasco;Enfermedades del sistema osteomuscular y del tejido conjuntivo;Distribución por capítulos de la CIE;Hombres;0,39
